text,label,clean_text,text_length
"From @Breakingviews: The European Union’s new cryptocurrency legislation is a great opportunity for traditional banks who have been waiting for these regulations to provide crypto services to their clients, says Karen Kwok  https://t.co/kbCdRX2fIT",9,from breakingviews the european unions new cryptocurrency legislation is a great opportunity for traditional banks who have been waiting for these regulations to provide crypto services to their clients says karen kwok,218
"From @Breakingviews: Crypto companies will have to hire more staff to ensure their systems meet the standards of the new EU cryptocurrency regulatory framework. For smaller players, this is a massive expense, says Karen Kwok  https://t.co/FoX3mlj7nF",9,from breakingviews crypto companies will have to hire more staff to ensure their systems meet the standards of the new eu cryptocurrency regulatory framework for smaller players this is a massive expense says karen kwok,219
Society Watch: 'Conversation around low pay isn't going away' say Sainsbury's campaigners  https://t.co/FVHnuN5q1V  https://t.co/y4Ip5ywpB1,9,society watch conversation around low pay isnt going away say sainsburys campaigners,84
"From Breakingviews - Klarna helps investors to buy now, cry later  https://t.co/pP7ylxqMnJ",9,from breakingviews klarna helps investors to buy now cry later,62
Citron's Left says crypto is a 'complete fraud'  https://t.co/fI98VzNlq1  https://t.co/DICqtkJ9oG,9,citrons left says crypto is a complete fraud,44
"From Breakingviews - Klarna helps investors to buy now, cry later  https://t.co/tDZLxVnbVJ",9,from breakingviews klarna helps investors to buy now cry later,62
"The Nord Stream 1 pipeline has shut down for maintenance. This would normally be a routine event, but this year, governments and companies are worried Russia might extend the shutdown to further restrict gas supplies over the war in Ukraine  https://t.co/bBLtA6xgZL  https://t.co/jOIwrOzDrE",9,the nord stream pipeline has shut down for maintenance this would normally be a routine event but this year governments and companies are worried russia might extend the shutdown to further restrict gas supplies over the war in ukraine,235
Society Watch: 'Conversation around low pay isn't going away' say Sainsbury's campaigners  https://t.co/FFtpmYjTgB  https://t.co/MqOIz1kUUf,9,society watch conversation around low pay isnt going away say sainsburys campaigners,84
"Watch on @Breakingviews: Europe's landmark crypto regulation is good news for big banks and big crypto companies, but bad news for smaller players. @KarenKKwok has more  https://t.co/ncEe9TiGOz",9,watch on breakingviews europes landmark crypto regulation is good news for big banks and big crypto companies but bad news for smaller players karenkkwok has more,162
From Breakingviews - What an honest British prime minister would say  https://t.co/Rsw9lB0W0H,9,from breakingviews what an honest british prime minister would say,66
From Breakingviews - What an honest British prime minister would say  https://t.co/fcJPALEebA,9,from breakingviews what an honest british prime minister would say,66
Ships get older and slower as emissions rules bite  https://t.co/WMkCecr1S4  https://t.co/WaAhJZUe5H,9,ships get older and slower as emissions rules bite,50
From Breakingviews - Raging crisis puts Sri Lanka’s creditors on spot  https://t.co/GTzutmTtJf,9,from breakingviews raging crisis puts sri lankas creditors on spot,66
Ships get older and slower as emissions rules bite  https://t.co/BwHHDpYh3u  https://t.co/Uq5M9U4kRF,9,ships get older and slower as emissions rules bite,50
From Breakingviews - Raging crisis puts Sri Lanka’s creditors on spot  https://t.co/DmDeTHrEgZ,9,from breakingviews raging crisis puts sri lankas creditors on spot,66
"Secret Service may have violated records law with text deletions, Jan. 6 committee says  https://t.co/T153m2sgdV",9,secret service may have violated records law with text deletions jan committee says,83
Trial for writer E. Jean Carroll's rape defamation lawsuit against former President Donald scheduled for February in New York federal court.  https://t.co/WRyxLbG3AH,9,trial for writer e jean carrolls rape defamation lawsuit against former president donald scheduled for february in new york federal court,137
National Archives asks Secret Service to probe 'potential unauthorized deletion' of Jan. 6 texts  https://t.co/LQJvuv2dWW,9,national archives asks secret service to probe potential unauthorized deletion of jan texts,91
FBI says fake crypto apps defrauded investors of more than $42 million  https://t.co/T9U2lI0MaD,9,fbi says fake crypto apps defrauded investors of more than million,66
"DOJ won't prosecute group linked to 'The Late Show' after unlawful entry arrests, Capitol police say  https://t.co/2VNMJBke0w",9,doj wont prosecute group linked to the late show after unlawful entry arrests capitol police say,96
Texas sues to block Biden from requiring doctors to provide abortions in medical emergencies  https://t.co/0DlT3dcmgz,9,texas sues to block biden from requiring doctors to provide abortions in medical emergencies,92
Exclusive: EU member states are close to agreeing with BioNTech/Pfizer that Covid-19 vaccine deliveries be stretched into 2024 amid a glut of shots  https://t.co/G5VU8Azy9a,9,exclusive eu member states are close to agreeing with biontechpfizer that covid vaccine deliveries be stretched into amid a glut of shots,137
Sri Lanka opposition leader calls on IMF for ‘humane’ treatment  https://t.co/cDtfOnPHz7,9,sri lanka opposition leader calls on imf for humane treatment,61
US defence industry boss calls for clarity on what arms Ukraine needs  https://t.co/KrG0Mduwu3,9,us defence industry boss calls for clarity on what arms ukraine needs,69
India escalates crackdown on Chinese phone makers  https://t.co/sTPcfZpXDG,9,india escalates crackdown on chinese phone makers,49
North Macedonia approves EU proposal to start accession talks  https://t.co/FBZ1MC7bTa,9,north macedonia approves eu proposal to start accession talks,61
US tourists drive rebound in foreign visitors to London’s top attractions  https://t.co/Y1KzAQrN63,9,us tourists drive rebound in foreign visitors to londons top attractions,72
"#WhatstheFund? It's the IQ Clean Oceans ETF🐠 (NYSE Arca: $OCEN).  Wendy Wong, Head of Sustainable Investment Partnerships at New York Life Investments, tells us about this fund.  Visit:   https://t.co/WIkPtJEoIc #ETFs @IndexIQETFs  https://t.co/DjMYzyymBW",9,whatsthefund its the iq clean oceans etf nyse arca ocen wendy wong head of sustainable investment partnerships at new york life investments tells us about this fund visit etfs indexiqetfs,187
UK's Wetherspoon to slip into the red amid 'laborious' pub recovery  https://t.co/rlQoOV3HW1  https://t.co/mVqe8ipSYy,9,uks wetherspoon to slip into the red amid laborious pub recovery,64
"Copper prices are signaling that investors are bearish on the economy, strategist says  https://t.co/APwUHPn9vk",10,copper prices are signaling that investors are bearish on the economy strategist says,85
$COMDX: Metals Settlement Prices  https://t.co/8C71h8w6Sc,10,comdx metals settlement prices,30
$COMDX: Metals Settlement Prices  https://t.co/mFo7YmdzAY,10,comdx metals settlement prices,30
#Gold ends modestly higher on Tuesday $SPY $QQQ $DIA $SPX $COMPQ $DJIA $GC_F $USD  https://t.co/LzEmmlQJhI #economy #stockmarket,10,gold ends modestly higher on tuesday spy qqq dia spx compq djia gcf usd economy stockmarket,91
$COMDX: Metals Settlement Prices  https://t.co/l4G2KdKWMM,10,comdx metals settlement prices,30
"$NUGT: Gold stocks under pressure today on strength in the dollar: NUGT -8.8%, NEM -5.3%, GOLD -4.6%, AEM -4.1%, FNV...  https://t.co/vmRGmyBooP",10,nugt gold stocks under pressure today on strength in the dollar nugt nem gold aem fnv,85
#Gold dented by stronger #dollar $GC_F $USDX $SPY $QQQ $DIA $SPX $COMPQ $DJIA  https://t.co/LzEmmm8k9g #economy #stockmarket,10,gold dented by stronger dollar gcf usdx spy qqq dia spx compq djia economy stockmarket,86
$COMDX: Metals Settlement Prices  https://t.co/SZXKf9LjXz,10,comdx metals settlement prices,30
"#Gold higher ahead of Beige Book, #Budget $GC_F $USDX $SPY $QQQ $DIA $SPX $COMPQ $DJIA  https://t.co/LzEmmlQJhI #economy #stockmarket",10,gold higher ahead of beige book budget gcf usdx spy qqq dia spx compq djia economy stockmarket,94
$COMDX: Metals Settlement Prices  https://t.co/Ybl41al31t,10,comdx metals settlement prices,30
#Gold lower again as #dollar tops 20-year highs $GC_F $USDX $SPY $QQQ $DIA $SPX $COMPQ $DJIA  https://t.co/LzEmmlQJhI #economy #stockmarket,10,gold lower again as dollar tops year highs gcf usdx spy qqq dia spx compq djia economy stockmarket,98
$COMDX: Metals Settlement Prices  https://t.co/3Xii3Fx8cW,10,comdx metals settlement prices,30
"The NYSE welcomes @FTI_US to celebrate the launch of $FGLD, Franklin Responsibly Sourced Gold ETF  https://t.co/nBQRiIZ1uQ",10,the nyse welcomes ftius to celebrate the launch of fgld franklin responsibly sourced gold etf,93
Americas Gold and Silver Provides Q2-2022 Production Results  https://t.co/PhAXkFrvYP  https://t.co/QhDLDjIvg7,10,americas gold and silver provides q production results,54
"Copper supply shortages will be so ""unprecedented and untenable"" in coming years that it could derail the global shift away from fossil fuels, S&amp;P Global says  https://t.co/JzeMdxdiOt",10,copper supply shortages will be so unprecedented and untenable in coming years that it could derail the global shift away from fossil fuels sampp global says,157
"Gold, silver extend their losses despite pullback in dollar  https://t.co/p9RjyNEk4e",10,gold silver extend their losses despite pullback in dollar,58
"The year-to-date performance for real estate, gold and TIPS is negative, though commodities have “recently been offering inflation protection amicably,” said Jim Wiederhold, associate director of commodities and real assets for S&amp;P Dow Jones Indices.   https://t.co/fdRJfwJPpX",10,the yeartodate performance for real estate gold and tips is negative though commodities have recently been offering inflation protection amicably said jim wiederhold associate director of commodities and real assets for sampp dow jones indices,243
Gold turns lower as dollar rebounds  https://t.co/fpjz8qKe8n,10,gold turns lower as dollar rebounds,35
"Gold rises for second day, bolstered by dollar’s pullback  https://t.co/5UsWbBE1ho",10,gold rises for second day bolstered by dollars pullback,55
Gold edges higher after 5th straight weekly decline  https://t.co/LntKWuuGug,10,gold edges higher after th straight weekly decline,50
Gold falls to weakest level in a year as yellow metal heads for 5th straight weekly drop  https://t.co/yCPeL7AdEn,10,gold falls to weakest level in a year as yellow metal heads for th straight weekly drop,87
"Gold steadies near 9-month lows, silver slides to weakest since summer 2020  https://t.co/2CXTv3bYTq",10,gold steadies near month lows silver slides to weakest since summer,67
Gold headed for fresh 9-month low as 4-week slide continues  https://t.co/5dxvVcqpU0,10,gold headed for fresh month low as week slide continues,55
"$HMY $IAG $GFI - Gold settles below $1,700 in lowest settlement since March 2021  https://t.co/hxItqsgNaN",10,hmy iag gfi gold settles below in lowest settlement since march,63
"$FCX $COPX $HG1:COM - Copper drops below $7,000 for first time in 20 months as recession fears mount  https://t.co/ASx3sdttMX",10,fcx copx hgcom copper drops below for first time in months as recession fears mount,83
"$GLD $GDX $XAUUSD:CUR - Gold, miners slide as likely big Fed rate hike lifts dollar  https://t.co/Nsn5HtKCnI",10,gld gdx xauusdcur gold miners slide as likely big fed rate hike lifts dollar,76
"$GLD $GDX $XAUUSD:CUR - Gold slips to lowest since September on strengthening dollar, rising yields  https://t.co/Lqz5KwgMFA",10,gld gdx xauusdcur gold slips to lowest since september on strengthening dollar rising yields,92
"$FCX $HG1:COM $SCO:COM - Base metals, miners poised for further losses on recession, COVID concerns  https://t.co/29SANQpHw2",10,fcx hgcom scocom base metals miners poised for further losses on recession covid concerns,89
"SPDR GOLD TRUST GLD REPORTS HOLDINGS DOWN 0.32 PCT, OR 3.19 TONNES, TO 1,005.87 TONNES BY JULY 20",10,spdr gold trust gld reports holdings down pct or tonnes to tonnes by july,73
"SPDR GOLD TRUST GLD REPORTS HOLDINGS DOWN 0.51%, OR 5.22 TONNES, TO 1,009.06 TONNES BY JULY 18",10,spdr gold trust gld reports holdings down or tonnes to tonnes by july,69
"SPDR GOLD TRUST GLD REPORTS HOLDINGS DOWN 0.28 PCT, OR 2.9 TONNES, TO 1,016.89 TONNES BY JULY 14",10,spdr gold trust gld reports holdings down pct or tonnes to tonnes by july,73
UKRAINE'S ALL GOLD RESERVES COMPLETELY EXPORTED TO POLAND,10,ukraines all gold reserves completely exported to poland,56
"SPDR GOLD TRUST GLD REPORTS HOLDINGS DOWN 0.17 PCT, OR 1.74 TONNES, TO 1,021.53 TONNES BY JULY 12",10,spdr gold trust gld reports holdings down pct or tonnes to tonnes by july,73
"Heard on the Street: Like many economically sensitive assets, copper is sending an extraordinarily bearish signal--pessimism that may be justified  https://t.co/MORw8RzvGe",10,heard on the street like many economically sensitive assets copper is sending an extraordinarily bearish signalpessimism that may be justified,142
"Gold hits over 1-year low, ECB rate decision in focus - Reuters   https://t.co/rANnBfCATM",10,gold hits over year low ecb rate decision in focus reuters,58
"gold, silver, platinum, palladium - who cares :)  https://t.co/anHQEjioWW",10,gold silver platinum palladium who cares,40
"StanChart Sees Gold Averaging $1,730 In Q3-2022, With Bulk Of Downside Risk Priced In  - Lowers Base Metal Forecasts, Sees Copper Averaging $7,675/T In H2  - Sees Aluminium Prices Averaging $2,821/T In 2022, $2,713/T In 2023",10,stanchart sees gold averaging in q with bulk of downside risk priced in lowers base metal forecasts sees copper averaging t in h sees aluminium prices averaging t in t in,170
"Copper Selloff Deepens, Drops Below $7,000 First Time Since 2020 – BBG  https://t.co/uiKVN0I3mB",10,copper selloff deepens drops below first time since bbg,55
Gold's Role In The Largest Debt Crisis In History.  https://t.co/Jvy0ZItspI #business #finance #investing,10,golds role in the largest debt crisis in history business finance investing,75
$GDXJ $JNUG - JNUG And GDXJ: U.S. Dollar Crushes Gold Stocks But The Odds Favor Bulls.  https://t.co/0RQZcGzhxy #markets #economy #stocks,10,gdxj jnug jnug and gdxj us dollar crushes gold stocks but the odds favor bulls markets economy stocks,101
"$XAUUSD:CUR - Why Gold Prices Could Be Heading For $1,400.  https://t.co/I419eOJyRp #investing #stocks #finance",10,xauusdcur why gold prices could be heading for investing stocks finance,71
Gold-Inflation Disconnect.  https://t.co/aVgthvAiD3 #economy #trading #finance,10,goldinflation disconnect economy trading finance,48
$GLD - GLD: Gold Is Spring-Loaded For An End-Of-Summer Bounce.  https://t.co/9hiydFsZoq #trading #business #investing,10,gld gld gold is springloaded for an endofsummer bounce trading business investing,81
Gold Miners Battle Great Expectations.  https://t.co/7mP3UAmdm2 #business #finance #trading,10,gold miners battle great expectations business finance trading,62
$NGD - New Gold: Raining Again At Rainy River.  https://t.co/X0kOWFc337 #markets #investing #stocks,10,ngd new gold raining again at rainy river markets investing stocks,66
"Base Metals Were Soaring, But Not Anymore. Are The Fundamentals Still Robust?.  https://t.co/LHtSTMrnn5 #finance #stockmarket #trading",10,base metals were soaring but not anymore are the fundamentals still robust finance stockmarket trading,102
Gold: The Perfect Storm In 70 Years!.  https://t.co/U3iWFTqn63 #stockmarket #investing #stocks,10,gold the perfect storm in years stockmarket investing stocks,60
"When The Dollar Breaks Down, Metals Will Lift Off.  https://t.co/IbQt1ksFKM #finance #trading #stocks",10,when the dollar breaks down metals will lift off finance trading stocks,71
Gold drops to 15-month low as investors brace for the European Central Bank’s first interest rate hike in 11 years  https://t.co/tOPl8WAnhf,10,gold drops to month low as investors brace for the european central banks first interest rate hike in years,107
"Gold is heading into the second half of the year under increasing pressure, with the dollar more than ever the dominant driver  https://t.co/qn1OCQVvrF",10,gold is heading into the second half of the year under increasing pressure with the dollar more than ever the dominant driver,125
Gold is holding near an 11-month low as investors weigh the US dollar’s retreat against rising Treasury yields amid improving sentiment in markets  https://t.co/VskmblReUq,10,gold is holding near an month low as investors weigh the us dollars retreat against rising treasury yields amid improving sentiment in markets,142
Gold is holding near an 11-month low as traders assess the outlook for further monetary policy tightening and the impact on global growth  https://t.co/ID12NRaRPw,10,gold is holding near an month low as traders assess the outlook for further monetary policy tightening and the impact on global growth,134
"Gold is holding near an 11-month low as traders assess the strength in the US dollar amid concerns over global growth, as well as the outlook for inflation and interest rate hikes  https://t.co/D5wj9ZYONx",10,gold is holding near an month low as traders assess the strength in the us dollar amid concerns over global growth as well as the outlook for inflation and interest rate hikes,175
"Gold is heading for its fifth weekly loss, the longest streak of such declines in almost four years  https://t.co/4oYEllAJk4",10,gold is heading for its fifth weekly loss the longest streak of such declines in almost four years,98
"Don’t let copper’s latest pricing collapse fool you: Supply shortages will be so “unprecedented and untenable” in coming years that it could derail the global shift away from fossil fuels, S&amp;P Global says  https://t.co/Jt5razapRs",10,dont let coppers latest pricing collapse fool you supply shortages will be so unprecedented and untenable in coming years that it could derail the global shift away from fossil fuels sampp global says,200
"Gold dipped after rallying in the wake of a searing inflation report from the US, as investors again turned to the greenback as a haven asset  https://t.co/FrxxK3V9i1",10,gold dipped after rallying in the wake of a searing inflation report from the us as investors again turned to the greenback as a haven asset,140
"There’s worse to come for copper after a sharp slump, according to Goldman Sachs  https://t.co/PmN5ZuA5bF",10,theres worse to come for copper after a sharp slump according to goldman sachs,78
"Gold slides further to the lowest level in more than 9 months as investors concerned about the prospect of a global economic downturn turn to the dollar, which has strengthened ahead of US inflation data later this week  https://t.co/PTHP6OZSQt",10,gold slides further to the lowest level in more than months as investors concerned about the prospect of a global economic downturn turn to the dollar which has strengthened ahead of us inflation data later this week,216
"Gold is heading into the second half of the year under increasing pressure, with the dollar more than ever the dominant driver  https://t.co/4F4LZosiTz",10,gold is heading into the second half of the year under increasing pressure with the dollar more than ever the dominant driver,125
"Gold dipped after rallying in the wake of a searing inflation report from the US, as investors again turned to the greenback as a haven asset  https://t.co/nrZwyIdfsZ via @markets",10,gold dipped after rallying in the wake of a searing inflation report from the us as investors again turned to the greenback as a haven asset via markets,152
"Gold is heading for its fifth weekly loss, the longest streak of such declines in almost four years  https://t.co/gojuQ2C4WK via @markets",10,gold is heading for its fifth weekly loss the longest streak of such declines in almost four years via markets,110
"Don’t let copper’s latest pricing collapse fool you: Supply shortages will be so “unprecedented and untenable” in coming years that it could derail the global shift away from fossil fuels, S&amp;P Global says  https://t.co/JzeeQ9TVwt via @business",10,dont let coppers latest pricing collapse fool you supply shortages will be so unprecedented and untenable in coming years that it could derail the global shift away from fossil fuels sampp global says via business,213
"Don’t let copper’s latest pricing collapse fool you: Supply shortages will be so “unprecedented and untenable” in coming years that it could derail the global shift away from fossil fuels, S&amp;P Global says  https://t.co/4EtTMn8TSq",10,dont let coppers latest pricing collapse fool you supply shortages will be so unprecedented and untenable in coming years that it could derail the global shift away from fossil fuels sampp global says,200
Investors are still angry at the London Metal Exchange's handling of the nickel squeeze. But will anger lead to an exodus?  https://t.co/k0tSF2DzV5,10,investors are still angry at the london metal exchanges handling of the nickel squeeze but will anger lead to an exodus,119
Gold drops to a 15-month low as investors brace for the European Central Bank’s first interest rate hike in 11 years  https://t.co/cNVZ01RtwV,10,gold drops to a month low as investors brace for the european central banks first interest rate hike in years,109
Gold is holding near an 11-month low as traders assess the outlook for further monetary policy tightening and the impact on global growth  https://t.co/ocN3QP6tWz,10,gold is holding near an month low as traders assess the outlook for further monetary policy tightening and the impact on global growth,134
Bitcoin settles into a holding pattern ahead of US inflation figures that could inject fresh volatility  https://t.co/kVjWCCKN1I,10,bitcoin settles into a holding pattern ahead of us inflation figures that could inject fresh volatility,103
"There’s worse to come for copper after a sharp slump, according to Goldman Sachs  https://t.co/WkYzDnPKZF",10,theres worse to come for copper after a sharp slump according to goldman sachs,78
Hedge funds cut back trading after LME nickel chaos  https://t.co/NlVPhjImCe,10,hedge funds cut back trading after lme nickel chaos,51
Johnson &amp; Johnson CFO Joe Wolk says the company is positioned for the long term and the plans for its consumer operations include an IPO. He speaks on “Bloomberg Markets”  https://t.co/A6UdvByXD9  https://t.co/Q1t2HoAH71,11,johnson amp johnson cfo joe wolk says the company is positioned for the long term and the plans for its consumer operations include an ipo he speaks on bloomberg markets,169
"Chinese fast-fashion company Shein seeks U.S. IPO as soon as 2024, report says  https://t.co/RYkAdTrbsx",11,chinese fastfashion company shein seeks us ipo as soon as report says,69
IPO market stays dormant as Justworks and Fresh Market withdraw their filings  https://t.co/865fZrlHgM,11,ipo market stays dormant as justworks and fresh market withdraw their filings,77
"$AMTD: AMTD IDEA Group subsidiary AMTD Digital successfully priced IPO of 16 mln ADSs, every five ADSs representing...  https://t.co/RjIj6WWmBQ",11,amtd amtd idea group subsidiary amtd digital successfully priced ipo of mln adss every five adss representing,109
$TWEN: T20 Holdings (NasdaqCM) files F-1 for IPO; size and pricing not yet determined  https://t.co/00rjQ2koWs,11,twen t holdings nasdaqcm files f for ipo size and pricing not yet determined,76
The NYSE welcomes AMTD Digital in celebration of its IPO $HKD @AMTDGroup  https://t.co/Fa0IMKMbh4,11,the nyse welcomes amtd digital in celebration of its ipo hkd amtdgroup,70
Kobo Resources Inc. Strengthens Its Technical Team Ahead of the Completion of Its IPO  https://t.co/DhqD5fn64I  https://t.co/CHCsnBMR1q,11,kobo resources inc strengthens its technical team ahead of the completion of its ipo,84
SoftBank halts work on Arm’s London IPO following political turmoil  https://t.co/WXqxSlEDus,11,softbank halts work on arms london ipo following political turmoil,66
Hong Kong IPOs: lithium giant’s disappointing listing spells trouble  https://t.co/x9CTCEUgEC  | opinion,11,hong kong ipos lithium giants disappointing listing spells trouble opinion,74
$LSPR - ZyVersa Therapeutics to go public through deal with SPAC Larkspur Health Acquisition  https://t.co/i1Fyb4GibA,11,lspr zyversa therapeutics to go public through deal with spac larkspur health acquisition,89
$SFTBY $ARMHF $QCOM - Softbank said to halt plans for London IPO of chip designer Arm - report  https://t.co/Bt9qrCqvfv,11,sftby armhf qcom softbank said to halt plans for london ipo of chip designer arm report,87
"$POAHY $VWAGY - Details due in soon on Porsche IPO, per CEO  https://t.co/xk8wmWJ8kS",11,poahy vwagy details due in soon on porsche ipo per ceo,54
$MAIA - Lung cancer drug developer MAIA sets terms for proposed $10M IPO  https://t.co/ONfdFI72lb,11,maia lung cancer drug developer maia sets terms for proposed m ipo,66
$VWAGY - Volkswagen battery unit PowerCo reportedly ramping up production ahead of IPO  https://t.co/ju6lWSsHQ9,11,vwagy volkswagen battery unit powerco reportedly ramping up production ahead of ipo,83
$CHWA $ROVR - Dog-walking firm WAG moves closer to going public through SPAC as S-4 declared effective  https://t.co/9X8Xq3G55X,11,chwa rovr dogwalking firm wag moves closer to going public through spac as s declared effective,95
Almost half a trillion dollars has been wiped from the valuation of fintech companies that took advantage of the boom in IPOs earlier in the pandemic  https://t.co/ZHLxYd4jzv,11,almost half a trillion dollars has been wiped from the valuation of fintech companies that took advantage of the boom in ipos earlier in the pandemic,149
"“We are certainly in a wait-and-see period,” EY Americas IPO Leader @RachelGerring says on IPOs. “Companies are pausing, taking stock of just what's happening across the broader market.”  https://t.co/zNRFBUB1aB",11,we are certainly in a waitandsee period ey americas ipo leader rachelgerring says on ipos companies are pausing taking stock of just whats happening across the broader market,174
"IPOs: ‘Massive oversupply of activity’ slows amid Fed uncertainty, strategist says  https://t.co/mOUXJAbS5d by @RebeccaChenP  https://t.co/496lmX6FGh",11,ipos massive oversupply of activity slows amid fed uncertainty strategist says by rebeccachenp,94
"In 2021, “you had 400 traditional IPOs with 600 SPACs go public,” @WilliamBlair Managing Director @SteveMaletzky says. “Risk appetite was significantly high, and you had those IPOs transacting at elevated multiples.”  https://t.co/PhkTjCBEfr",11,in you had traditional ipos with spacs go public williamblair managing director stevemaletzky says risk appetite was significantly high and you had those ipos transacting at elevated multiples,192
Mortgage lender Better files to go public in SPAC deal  https://t.co/rNP7aH6lw2 by @agarfinks  https://t.co/S4iDyLBwiV,11,mortgage lender better files to go public in spac deal by agarfinks,67
$JNEE - Junee Limited Starts U.S. IPO Effort.  https://t.co/YDzoid1yvE #finance #trading #markets,11,jnee junee limited starts us ipo effort finance trading markets,63
$MAIA - IPO Update: MAIA Biotechnology Targets $10 Million IPO.  https://t.co/UHOxMBG82w #stockmarket #economy #markets,11,maia ipo update maia biotechnology targets million ipo stockmarket economy markets,82
$CJOY - Cine Top Culture Seeks $18 Million U.S. IPO.  https://t.co/eM2quuKPbZ #investing #business #markets,11,cjoy cine top culture seeks million us ipo investing business markets,69
$TWEN - T20 Holdings Begins U.S. IPO Effort.  https://t.co/5gB979Pmrd #stockmarket #trading #business,11,twen t holdings begins us ipo effort stockmarket trading business,65
"$NA - Crypto Chip Maker Nano Labs Pops, Then Plunges, In New York IPO.  https://t.co/7ETIXq6sPE #stockmarket #finance #economy",11,na crypto chip maker nano labs pops then plunges in new york ipo stockmarket finance economy,92
$BMR - IPO Update: Beamr Imaging Aims For $15 Million U.S. IPO.  https://t.co/7pJWtfXN1A #stocks #finance #markets,11,bmr ipo update beamr imaging aims for million us ipo stocks finance markets,75
$GRFX - IPO Update: Graphex Group.  https://t.co/EFD8kleMyX #stockmarket #markets #investing,11,grfx ipo update graphex group stockmarket markets investing,59
$SSR - Tencent-Backed Soulgate Seeks To Get Its Groove On With Hong Kong IPO.  https://t.co/Zh28cdHckf #stocks #finance #business,11,ssr tencentbacked soulgate seeks to get its groove on with hong kong ipo stocks finance business,96
"SoftBank has temporarily paused talks about listing shares of its chips division, Arm, in London because of turmoil in the UK government, while it continues to pursue an IPO for the business in New York  https://t.co/nBU8Rl7Qut",11,softbank has temporarily paused talks about listing shares of its chips division arm in london because of turmoil in the uk government while it continues to pursue an ipo for the business in new york,199
"SoftBank has put plans for a London IPO of chip designer Arm on hold because of political turmoil in the UK government, the Financial Times reported  https://t.co/7XMcXuCow8",11,softbank has put plans for a london ipo of chip designer arm on hold because of political turmoil in the uk government the financial times reported,147
Volkswagen's Porsche outlines plans to bolster profits in the next four years as the sports-car brand tries to win over investors for its IPO  https://t.co/bdhweFASiL,11,volkswagens porsche outlines plans to bolster profits in the next four years as the sportscar brand tries to win over investors for its ipo,139
Dubai Digital Investment is planning an IPO in Dubai by the end of this year to invest in technology firms  https://t.co/7Ta3S7Z6ey,11,dubai digital investment is planning an ipo in dubai by the end of this year to invest in technology firms,106
"China's Vanke is looking to kick off the Hong Kong IPO of its property management arm as early as September, according to people familiar with the matter  https://t.co/XjhHLqALOA",11,chinas vanke is looking to kick off the hong kong ipo of its property management arm as early as september according to people familiar with the matter,151
"Thai Life Insurance raises 37.1 billion baht ($1 billion) from an IPO, the largest share sale by a Thai firm in more than a year  https://t.co/PPafJwhNwZ",11,thai life insurance raises billion baht billion from an ipo the largest share sale by a thai firm in more than a year,117
"LianLian DigiTech, a rival to Jack Ma’s Ant Group, is in talks to raise as much as $223 million ahead of an IPO in Hong Kong as soon as next year, sources say  https://t.co/YDSAPFioD5",11,lianlian digitech a rival to jack mas ant group is in talks to raise as much as million ahead of an ipo in hong kong as soon as next year sources say,149
Sequoia is known for holding shares in portfolio companies long past the IPO lockup. That left it vulnerable to the selloff in tech shares  https://t.co/KjAoiH8qiv,11,sequoia is known for holding shares in portfolio companies long past the ipo lockup that left it vulnerable to the selloff in tech shares,137
"Tianqi Lithium raised about HK$13.5 billion ($1.7 billion) after pricing its Hong Kong second listing at the top of a marketed range, sources say, in the Asian financial hub’s largest share sale this year.  https://t.co/noMU2hNlFr via @markets",11,tianqi lithium raised about hk billion billion after pricing its hong kong second listing at the top of a marketed range sources say in the asian financial hubs largest share sale this year via markets,201
"Tianqi Lithium raised about $1.7 billion after pricing its Hong Kong second listing at the top of a marketed range, sources say, in the Asian financial hub’s largest share sale this year  https://t.co/OzOxlHNGc0",11,tianqi lithium raised about billion after pricing its hong kong second listing at the top of a marketed range sources say in the asian financial hubs largest share sale this year,178
Volkswagen's Porsche outlines plans to bolster profits in the next four years as the sports-car brand tries to win over investors for its IPO  https://t.co/kdzVSlujjg,11,volkswagens porsche outlines plans to bolster profits in the next four years as the sportscar brand tries to win over investors for its ipo,139
"Dubai Digital Investment, a new platform founded by entrepreneur Faisal Belhoul is planning an IPO in Dubai by the end of this year to invest in technology firms  https://t.co/PXz2If3zOv",11,dubai digital investment a new platform founded by entrepreneur faisal belhoul is planning an ipo in dubai by the end of this year to invest in technology firms,160
Sequoia is known for holding shares in portfolio companies long past the IPO lockup. That left it vulnerable to the selloff in tech shares  https://t.co/feZ5kRqb1d,11,sequoia is known for holding shares in portfolio companies long past the ipo lockup that left it vulnerable to the selloff in tech shares,137
"WATCH: As Porsche eyes going public, sources say a big markdown may be needed to ensure a successful debut for the carmaker's shares  https://t.co/U8IrqnmzRI  https://t.co/zFNltHBgEG",11,watch as porsche eyes going public sources say a big markdown may be needed to ensure a successful debut for the carmakers shares,129
"WATCH: Porsche may have to go public at a steep discount if it insists on going ahead as economic obstacles mount, two people involved in the landmark multi-billion-euro listing said  https://t.co/U8IrqnEbgi  https://t.co/rJqYgjA9aV",11,watch porsche may have to go public at a steep discount if it insists on going ahead as economic obstacles mount two people involved in the landmark multibillioneuro listing said,178
"A company may have to go public at a steep discount if it insists on going ahead as economic obstacles mount, two people involved in the landmark multi-billion-euro listing said  https://t.co/cOa8LJnyfb",11,a company may have to go public at a steep discount if it insists on going ahead as economic obstacles mount two people involved in the landmark multibillioneuro listing said,174
